ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
41218_1,History of psychiatric care on admission: One or more previous psychiatric episodes with this Health Care Provider,Binary,LR,300,210,90,,http://data.qld.edu.au/public/Q1031/UKB_WES/41218_1.fastGWA.gz
90012,Overall acceleration average,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90012.fastGWA.gz
90013,Standard deviation of acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90013.fastGWA.gz
90019,Monday average acceleration,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90019.fastGWA.gz
90020,Tuesday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90020.fastGWA.gz
90021,Wednesday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90021.fastGWA.gz
90022,Thursday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90022.fastGWA.gz
90023,Friday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90023.fastGWA.gz
90024,Saturday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90024.fastGWA.gz
90025,Sunday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90025.fastGWA.gz
90027,Average acceleration 00:00 - 00:59,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90027.fastGWA.gz
90028,Average acceleration 01:00 - 01:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90028.fastGWA.gz
90029,Average acceleration 02:00 - 02:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90029.fastGWA.gz
90030,Average acceleration 03:00 - 03:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90030.fastGWA.gz
90031,Average acceleration 04:00 - 04:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90031.fastGWA.gz
90032,Average acceleration 05:00 - 05:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90032.fastGWA.gz
90033,Average acceleration 06:00 - 06:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90033.fastGWA.gz
90034,Average acceleration 07:00 - 07:59,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90034.fastGWA.gz
90035,Average acceleration 08:00 - 08:59,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90035.fastGWA.gz
90036,Average acceleration 09:00 - 09:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90036.fastGWA.gz
90037,Average acceleration 10:00 - 10:59,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90037.fastGWA.gz
90038,Average acceleration 11:00 - 11:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90038.fastGWA.gz
90039,Average acceleration 12:00 - 12:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90039.fastGWA.gz
90040,Average acceleration 13:00 - 13:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90040.fastGWA.gz
90041,Average acceleration 14:00 - 14:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90041.fastGWA.gz
90042,Average acceleration 15:00 - 15:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90042.fastGWA.gz
90043,Average acceleration 16:00 - 16:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90043.fastGWA.gz
90044,Average acceleration 17:00 - 17:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90044.fastGWA.gz
90045,Average acceleration 18:00 - 18:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90045.fastGWA.gz
90046,Average acceleration 19:00 - 19:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90046.fastGWA.gz
90047,Average acceleration 20:00 - 20:59,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90047.fastGWA.gz
90048,Average acceleration 21:00 - 21:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90048.fastGWA.gz
90049,Average acceleration 22:00 - 22:59,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90049.fastGWA.gz
90050,Average acceleration 23:00 - 23:59,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90050.fastGWA.gz
90088,No-wear time bias adjusted acceleration standard deviation,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90088.fastGWA.gz
90089,No-wear time bias adjusted acceleration median,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90089.fastGWA.gz
90090,No-wear time bias adjusted acceleration minimum,Ordered_Categorical,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90090.fastGWA.gz
90091,No-wear time bias adjusted acceleration maximum,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/90091.fastGWA.gz
100001,Food weight,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100001.fastGWA.gz
100002,Energy,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100002.fastGWA.gz
100003,Protein,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100003.fastGWA.gz
100004,Fat,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100004.fastGWA.gz
100005,Carbohydrate,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100005.fastGWA.gz
100006,Saturated fat,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100006.fastGWA.gz
100007,Polyunsaturated fat,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100007.fastGWA.gz
100008,Total sugars,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100008.fastGWA.gz
100009,Englyst dietary fibre,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100009.fastGWA.gz
100010,Portion size,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100010.fastGWA.gz
100011,Iron,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100011.fastGWA.gz
100012,Vitamin B6,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100012.fastGWA.gz
100013,Vitamin B12,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100013.fastGWA.gz
100014,Folate,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100014.fastGWA.gz
100015,Vitamin C,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100015.fastGWA.gz
100016,Potassium,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100016.fastGWA.gz
100017,Magnesium,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100017.fastGWA.gz
100018,Retinol,Continuous,LR,15933,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100018.fastGWA.gz
100019,Carotene,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100019.fastGWA.gz
100021,Vitamin D,Continuous,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100021.fastGWA.gz
100022,Alcohol,Ordered_Categorical,MLM,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100022.fastGWA.gz
100023,Starch,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100023.fastGWA.gz
100024,Calcium,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100024.fastGWA.gz
100025,Vitamin E,Continuous,LR,16446,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100025.fastGWA.gz
100150,Drinking water intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100150.fastGWA.gz
100160,Low calorie drink intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100160.fastGWA.gz
100170,Fizzy drink intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100170.fastGWA.gz
100190,Orange juice intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100190.fastGWA.gz
100240,Coffee consumed,Binary,LR,16436,11529,4907,,http://data.qld.edu.au/public/Q1031/UKB_WES/100240.fastGWA.gz
100250,Instant coffee intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100250.fastGWA.gz
100260,Added milk to instant coffee,Binary,MLM,16436,6751,9685,,http://data.qld.edu.au/public/Q1031/UKB_WES/100260.fastGWA.gz
100270,Filtered coffee intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100270.fastGWA.gz
100280,Added milk to filtered coffee,Binary,MLM,16436,2121,14315,,http://data.qld.edu.au/public/Q1031/UKB_WES/100280.fastGWA.gz
100360,Decaffeinated coffee,Binary,LR,16436,1931,14505,,http://data.qld.edu.au/public/Q1031/UKB_WES/100360.fastGWA.gz
100370,Intake of sugar added to coffee,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100370.fastGWA.gz
100390,Tea consumed,Binary,LR,16436,13145,3291,,http://data.qld.edu.au/public/Q1031/UKB_WES/100390.fastGWA.gz
100400,Standard tea intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100400.fastGWA.gz
100460,Added milk to standard tea,Binary,LR,16436,10712,5724,,http://data.qld.edu.au/public/Q1031/UKB_WES/100460.fastGWA.gz
100520,Milk intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100520.fastGWA.gz
100580,Alcohol consumed,Binary,MLM,16436,8004,8432,,http://data.qld.edu.au/public/Q1031/UKB_WES/100580.fastGWA.gz
100590,Red wine intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100590.fastGWA.gz
100630,Rose wine intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100630.fastGWA.gz
100670,White wine intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100670.fastGWA.gz
100710,Beer/cider intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100710.fastGWA.gz
100720,Fortified wine intake,Ordered_Categorical,LR,16435,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100720.fastGWA.gz
100730,Spirits intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/100730.fastGWA.gz
100760,Breakfast cereal consumed,Binary,LR,16436,11050,5386,,http://data.qld.edu.au/public/Q1031/UKB_WES/100760.fastGWA.gz
100890,Milk added to cereal,Binary,MLM,16436,9318,7118,,http://data.qld.edu.au/public/Q1031/UKB_WES/100890.fastGWA.gz
100920_2102,Type milk consumed: semiskimmed,Binary,MLM,16436,10081,6355,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2102.fastGWA.gz
100920_0,Type milk consumed: did not have milk,Binary,MLM,16436,766,15670,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_0.fastGWA.gz
100920_222,Type milk consumed: don't know type of milk,Binary,LR,16436,29,16407,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_222.fastGWA.gz
100920_2103,Type milk consumed: skimmed,Binary,MLM,16436,3532,12904,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2103.fastGWA.gz
100920_2104,Type milk consumed: wholemilk,Binary,MLM,16436,872,15564,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2104.fastGWA.gz
100920_2105,Type milk consumed: soya with calcium,Binary,MLM,16436,545,15891,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2105.fastGWA.gz
100920_2106,Type milk consumed: soya without calcium,Binary,LR,16436,223,16213,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2106.fastGWA.gz
100920_2107,Type milk consumed: goat/sheep milk,Binary,LR,16436,100,16336,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2107.fastGWA.gz
100920_2108,Type milk consumed: rice/oat/vegetable milk,Binary,LR,16436,95,16341,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2108.fastGWA.gz
100920_2109,Type milk consumed: powdered milk,Binary,LR,16436,81,16355,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2109.fastGWA.gz
100920_2110,Type milk consumed: cholesterol lowering milk,Binary,LR,16436,36,16400,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2110.fastGWA.gz
100920_2199,Type milk consumed: other type of milk,Binary,LR,16436,76,16360,,http://data.qld.edu.au/public/Q1031/UKB_WES/100920_2199.fastGWA.gz
100940,Bread consumed,Binary,LR,16436,14088,2348,,http://data.qld.edu.au/public/Q1031/UKB_WES/100940.fastGWA.gz
102080,Yogurt/ice-cream consumers,Binary,LR,16436,6827,9609,,http://data.qld.edu.au/public/Q1031/UKB_WES/102080.fastGWA.gz
102130,Dessert consumers,Binary,LR,16436,5211,11225,,http://data.qld.edu.au/public/Q1031/UKB_WES/102130.fastGWA.gz
102190,Cake intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102190.fastGWA.gz
102250,Sweet snack consumers,Binary,MLM,16436,8817,7619,,http://data.qld.edu.au/public/Q1031/UKB_WES/102250.fastGWA.gz
102280,Milk chocolate intake,Ordered_Categorical,LR,16435,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102280.fastGWA.gz
102290,Dark chocolate intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102290.fastGWA.gz
102330,Sweets intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102330.fastGWA.gz
102360,Sweet biscuits intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102360.fastGWA.gz
102400,Savoury snack consumers,Binary,LR,16436,5886,10550,,http://data.qld.edu.au/public/Q1031/UKB_WES/102400.fastGWA.gz
102440,Unsalted nuts intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102440.fastGWA.gz
102460,Crisp intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102460.fastGWA.gz
102700,Starchy food consumers,Binary,LR,16436,4288,12148,,http://data.qld.edu.au/public/Q1031/UKB_WES/102700.fastGWA.gz
102800,Cheese consumers,Binary,LR,16436,7453,8983,,http://data.qld.edu.au/public/Q1031/UKB_WES/102800.fastGWA.gz
102820,Hard cheese intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102820.fastGWA.gz
102830,Soft cheese intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102830.fastGWA.gz
102840,Blue cheese intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/102840.fastGWA.gz
102930,Egg consumers,Binary,LR,16436,3528,12908,,http://data.qld.edu.au/public/Q1031/UKB_WES/102930.fastGWA.gz
103000,Meat consumers,Binary,MLM,16436,11340,5096,,http://data.qld.edu.au/public/Q1031/UKB_WES/103000.fastGWA.gz
103020,Beef intake,Ordered_Categorical,LR,16434,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/103020.fastGWA.gz
103060,Poultry intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/103060.fastGWA.gz
103070,Bacon intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/103070.fastGWA.gz
103120,Fat removed from meat,Binary,MLM,4333,4019,314,,http://data.qld.edu.au/public/Q1031/UKB_WES/103120.fastGWA.gz
103130,Skin removed from poultry,Binary,LR,3721,3650,71,,http://data.qld.edu.au/public/Q1031/UKB_WES/103130.fastGWA.gz
103140,Fish consumer,Binary,LR,16436,4765,11671,,http://data.qld.edu.au/public/Q1031/UKB_WES/103140.fastGWA.gz
103250,Vegetarian alternatives intake,Binary,LR,16436,552,15884,,http://data.qld.edu.au/public/Q1031/UKB_WES/103250.fastGWA.gz
103990,Vegetable consumers,Binary,LR,16436,13432,3004,,http://data.qld.edu.au/public/Q1031/UKB_WES/103990.fastGWA.gz
104020,Fried potatoes intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104020.fastGWA.gz
104090,Side salad intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104090.fastGWA.gz
104170,Carrot intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104170.fastGWA.gz
104210,Cucumber intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104210.fastGWA.gz
104240,Lettuce intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104240.fastGWA.gz
104290,Sweet pepper intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104290.fastGWA.gz
104340,Fresh tomato intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104340.fastGWA.gz
104400,Fruit consumers,Binary,LR,16436,13435,3001,,http://data.qld.edu.au/public/Q1031/UKB_WES/104400.fastGWA.gz
104450,Apple intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104450.fastGWA.gz
104460,Banana intake,Ordered_Categorical,MLM,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104460.fastGWA.gz
104530,Orange intake,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104530.fastGWA.gz
104670,Vitamin supplement user,Binary,LR,16436,6795,9641,,http://data.qld.edu.au/public/Q1031/UKB_WES/104670.fastGWA.gz
104900,Time spent doing vigorous physical activity,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104900.fastGWA.gz
104910,Time spent doing moderate physical activity,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104910.fastGWA.gz
104920,Time spent doing light physical activity,Ordered_Categorical,LR,16436,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/104920.fastGWA.gz
1269,Exposure to tobacco smoke at home,,LR,,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/1269.fastGWA.gz
1279,Exposure to tobacco smoke outside home,,LR,,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/1279.fastGWA.gz
2237,Plays computer games,Ordered_Categorical,MLM,46173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/2237.fastGWA.gz
2492,Taking other prescription medications,Binary,MLM,46078,22052,24026,,http://data.qld.edu.au/public/Q1031/UKB_WES/2492.fastGWA.gz
2644,"Light smokers, at least 100 smokes in lifetime",Binary,LR,13142,6098,7044,,http://data.qld.edu.au/public/Q1031/UKB_WES/2644.fastGWA.gz
2887,Number of cigarettes previously smoked daily,Ordered_Categorical,LR,10920,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/2887.fastGWA.gz
2907,Ever stopped smoking for 6+ months,Binary,LR,11342,4820,6522,,http://data.qld.edu.au/public/Q1031/UKB_WES/2907.fastGWA.gz
2926,Number of unsuccessful stop-smoking attempts,Ordered_Categorical,MLM,10519,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/2926.fastGWA.gz
2936,Likelihood of resuming smoking,Ordered_Categorical,LR,11302,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/2936.fastGWA.gz
3456,Number of cigarettes currently smoked daily (current cigarette smokers),Ordered_Categorical,LR,2678,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/3456.fastGWA.gz
3476,Difficulty not smoking for 1 day,Ordered_Categorical,LR,2685,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/3476.fastGWA.gz
6153_100,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: PHESANT recoding",Binary,MLM,24981,17328,7653,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6153_100.fastGWA.gz
6153_2,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication",Binary,MLM,24981,4156,20825,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6153_2.fastGWA.gz
6153_1,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication",Binary,MLM,24981,3152,21829,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6153_1.fastGWA.gz
6153_4,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Hormone replacement therapy",Binary,LR,24981,1923,23058,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6153_4.fastGWA.gz
6153_5,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Oral contraceptive pill or minipill",Binary,LR,24981,622,24359,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6153_5.fastGWA.gz
6153_3,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin",Binary,LR,24981,193,24788,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6153_3.fastGWA.gz
6154_2,"Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)",Binary,LR,45716,6965,38751,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_2.fastGWA.gz
6154_1,"Medication for pain relief, constipation, heartburn: Aspirin",Binary,LR,45716,5614,40102,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_1.fastGWA.gz
6154_3,"Medication for pain relief, constipation, heartburn: Paracetamol",Binary,MLM,45716,9873,35843,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_3.fastGWA.gz
6154_100,"Medication for pain relief, constipation, heartburn: PHESANT recoding",Binary,MLM,45716,25930,19786,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_100.fastGWA.gz
6154_5,"Medication for pain relief, constipation, heartburn: Omeprazole (e.g. Zanprol)",Binary,LR,45716,3036,42680,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_5.fastGWA.gz
6154_4,"Medication for pain relief, constipation, heartburn: Ranitidine (e.g. Zantac)",Binary,MLM,45716,890,44826,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_4.fastGWA.gz
6154_6,"Medication for pain relief, constipation, heartburn: Laxatives (e.g. Dulcolax, Senokot)",Binary,LR,45716,1325,44391,,http://data.qld.edu.au/public/Q1031/UKB_WES/6154_6.fastGWA.gz
6155_100,Vitamin and mineral supplements: PHESANT recoding,Binary,MLM,45987,31403,14584,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_100.fastGWA.gz
6155_3,Vitamin and mineral supplements: Vitamin C,Binary,LR,45987,3713,42274,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_3.fastGWA.gz
6155_2,Vitamin and mineral supplements: Vitamin B,Binary,LR,45987,1919,44068,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_2.fastGWA.gz
6155_4,Vitamin and mineral supplements: Vitamin D,Binary,LR,45987,1980,44007,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_4.fastGWA.gz
6155_7,Vitamin and mineral supplements: Multivitamins +/- minerals,Binary,MLM,45987,10284,35703,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_7.fastGWA.gz
6155_5,Vitamin and mineral supplements: Vitamin E,Binary,LR,45987,1293,44694,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_5.fastGWA.gz
6155_6,Vitamin and mineral supplements: Folic acid or Folate (Vit B9),Binary,LR,45987,1032,44955,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_6.fastGWA.gz
6155_1,Vitamin and mineral supplements: Vitamin A,Binary,LR,45987,839,45148,,http://data.qld.edu.au/public/Q1031/UKB_WES/6155_1.fastGWA.gz
6177_2,"Medication for cholesterol, blood pressure or diabetes: Blood pressure medication",Binary,MLM,20911,5163,15748,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6177_2.fastGWA.gz
6177_1,"Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication",Binary,LR,20911,5080,15831,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6177_1.fastGWA.gz
6177_100,"Medication for cholesterol, blood pressure or diabetes: PHESANT recoding",Binary,MLM,20911,13788,7123,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6177_100.fastGWA.gz
6177_3,"Medication for cholesterol, blood pressure or diabetes: Insulin",Binary,LR,20911,252,20659,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/6177_3.fastGWA.gz
6179_6,Mineral and other dietary supplements: Selenium,Binary,MLM,46053,1106,44947,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_6.fastGWA.gz
6179_100,Mineral and other dietary supplements: PHESANT recoding,Binary,MLM,46053,26171,19882,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_100.fastGWA.gz
6179_1,Mineral and other dietary supplements: Fish oil (including cod liver oil),Binary,MLM,46053,14335,31718,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_1.fastGWA.gz
6179_4,Mineral and other dietary supplements: Zinc,Binary,LR,46053,1922,44131,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_4.fastGWA.gz
6179_2,Mineral and other dietary supplements: Glucosamine,Binary,MLM,46053,9260,36793,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_2.fastGWA.gz
6179_3,Mineral and other dietary supplements: Calcium,Binary,MLM,46053,3284,42769,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_3.fastGWA.gz
6179_5,Mineral and other dietary supplements: Iron,Binary,LR,46053,1500,44553,,http://data.qld.edu.au/public/Q1031/UKB_WES/6179_5.fastGWA.gz
20401,Ever addicted to any substance or behaviour,Binary,LR,20678,1323,19355,,http://data.qld.edu.au/public/Q1031/UKB_WES/20401.fastGWA.gz
20403,Amount of alcohol drunk on a typical drinking day,Ordered_Categorical,LR,19287,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/20403.fastGWA.gz
20404,Ever physically dependent on alcohol,Binary,LR,483,135,348,,http://data.qld.edu.au/public/Q1031/UKB_WES/20404.fastGWA.gz
20405_0,"Ever had known person concerned about, or recommend reduction of, alcohol consumption: No",Binary,LR,20870,18931,1939,,http://data.qld.edu.au/public/Q1031/UKB_WES/20405_0.fastGWA.gz
20405_1,"Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, but not in the last year",Binary,LR,20870,1036,19834,,http://data.qld.edu.au/public/Q1031/UKB_WES/20405_1.fastGWA.gz
20405_2,"Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, during the last year",Binary,LR,20870,903,19967,,http://data.qld.edu.au/public/Q1031/UKB_WES/20405_2.fastGWA.gz
