ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
20165,FI1 : numeric addition test,Binary,LR,16474,16082,392,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20165.v1.fastGWA.gz
20169,FI3 : word interpolation,Binary,LR,16475,14021,2454,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20169.v1.fastGWA.gz
20171,FI4 : positional arithmetic,Binary,LR,16414,14718,1696,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20171.v1.fastGWA.gz
20173,FI5 : family relationship calculation,Binary,LR,16120,8889,7231,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20173.v1.fastGWA.gz
20175,FI6 : conditional arithmetic,Binary,LR,14665,11100,3565,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20175.v1.fastGWA.gz
20177,FI7 : synonym,Binary,MLM,12077,11317,760,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20177.v1.fastGWA.gz
20179,FI8 : chained arithmetic,Binary,LR,11011,8432,2579,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20179.v1.fastGWA.gz
20191,Fluid intelligence score,Continuous,MLM,16538,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20191.v1.fastGWA.gz
20195,Number of symbol digit matches attempted,Continuous,MLM,15944,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20195.v1.fastGWA.gz
20230,Duration to entering value,Continuous,MLM,15985,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20230.v1.fastGWA.gz
20240,Maximum digits remembered correctly,Ordered_Categorical,LR,15062,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20240.v1.fastGWA.gz
20242_0,Fluid intelligence completion status: PHESANT recoding,Binary,LR,16538,14589,1949,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20242_0.v1.fastGWA.gz
20242_1,Fluid intelligence completion status: PHESANT recoding,Binary,LR,16538,427,16111,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20242_1.v1.fastGWA.gz
20242_2,Fluid intelligence completion status: PHESANT recoding,Binary,LR,16538,1522,15016,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20242_2.v1.fastGWA.gz
20244_0,Pairs matching completion status: PHESANT recoding,Binary,LR,15987,14998,989,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20244_0.v1.fastGWA.gz
20244_1,Pairs matching completion status: PHESANT recoding,Binary,LR,15987,434,15553,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20244_1.v1.fastGWA.gz
20244_2,Pairs matching completion status: PHESANT recoding,Binary,LR,15987,555,15432,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20244_2.v1.fastGWA.gz
20245_0,Symbol digit completion status: PHESANT recoding,Binary,LR,16141,15569,572,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20245_0.v1.fastGWA.gz
20245_1,Symbol digit completion status: PHESANT recoding,Binary,LR,16141,269,15872,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20245_1.v1.fastGWA.gz
20245_2,Symbol digit completion status: PHESANT recoding,Binary,LR,16141,303,15838,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20245_2.v1.fastGWA.gz
20246_0,Trail making completion status: PHESANT recoding,Binary,LR,16163,14048,2115,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20246_0.v1.fastGWA.gz
20246_1,Trail making completion status: PHESANT recoding,Binary,LR,16163,600,15563,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20246_1.v1.fastGWA.gz
20246_2,Trail making completion status: PHESANT recoding,Binary,LR,16163,421,15742,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20246_2.v1.fastGWA.gz
20246_3,Trail making completion status: PHESANT recoding,Binary,MLM,16163,1094,15069,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20246_3.v1.fastGWA.gz
20248,Total errors traversing alphanumeric path (trail #2),Ordered_Categorical,LR,5618,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20248.v1.fastGWA.gz
21001,Body mass index (BMI),Continuous,MLM,46051,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/21001.v1.fastGWA.gz
21002,Weight,Continuous,MLM,46067,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/21002.v1.fastGWA.gz
21021,Pulse wave Arterial Stiffness index,Continuous,MLM,37104,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/21021.v1.fastGWA.gz
22599,Number of jobs held,Ordered_Categorical,LR,16157,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22599.v1.fastGWA.gz
22601_41113204,Job coding: civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser,Binary,LR,16157,575,15582,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41113204.v1.fastGWA.gz
22601_33113434,Job coding: non-commissioned officers or other rank of armed forces,Binary,LR,16157,316,15841,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_33113434.v1.fastGWA.gz
22601_41133206,Job coding: local government administrative officer or assistant or clerk,Binary,LR,16157,837,15320,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41133206.v1.fastGWA.gz
22601_24423108,Job coding: social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker,Binary,LR,16157,291,15866,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_24423108.v1.fastGWA.gz
22601_32113072,Job coding: nurse (of any kind, at any level),Binary,LR,16157,870,15287,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_32113072.v1.fastGWA.gz
22601_71113328,Job coding: sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker,Binary,LR,16157,867,15290,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_71113328.v1.fastGWA.gz
22601_23153402,Job coding: primary /junior school teacher or teaching professional, nursery school teacher (including head teacher),Binary,MLM,16157,1045,15112,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23153402.v1.fastGWA.gz
22601_23143401,Job coding: secondary school teacher or teaching professional (including head teacher),Binary,LR,16157,1367,14790,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23143401.v1.fastGWA.gz
22601_31313060,Job coding: it operations technician, computer operator or technician, database manager, network or web technician, web master, systems administrator or officer,Binary,LR,16157,195,15962,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_31313060.v1.fastGWA.gz
22601_41503307,Job coding: general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader,Binary,LR,16157,747,15410,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41503307.v1.fastGWA.gz
22601_35373270,Job coding: financial controller, accounting/audit technician, trust officer,Binary,LR,16157,276,15881,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_35373270.v1.fastGWA.gz
22601_42173304,Job coding: typist, shorthand typist, transcriber, stenographer,Binary,LR,16157,511,15646,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_42173304.v1.fastGWA.gz
22601_41123205,Job coding: civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk,Binary,MLM,16157,676,15481,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41123205.v1.fastGWA.gz
22601_41233254,Job coding: counter clerk, bank clerk, cashier, post office clerk,Binary,MLM,16157,575,15582,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41233254.v1.fastGWA.gz
22601_11633322,Job coding: retail or wholesale shop manager, showroom manager,Binary,LR,16157,330,15827,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11633322.v1.fastGWA.gz
22601_31113033,Job coding: laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician,Binary,LR,16157,378,15779,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_31113033.v1.fastGWA.gz
22601_11123211,Job coding: director or chief executive of private organisation/company, company chairman or president, general manager,Binary,LR,16157,536,15621,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11123211.v1.fastGWA.gz
22601_24413202,Job coding: civil service senior manager outside the senior civil service (former grades 6 and 7),Binary,LR,16157,240,15917,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_24413202.v1.fastGWA.gz
22601_61153104,Job coding: care assistant, home care assistant, residential social worker, home carer, nursing home assistant,Binary,LR,16157,250,15907,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_61153104.v1.fastGWA.gz
22601_22113066,Job coding: medical doctor, general practitioner, hospital consultant,Binary,LR,16157,227,15930,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_22113066.v1.fastGWA.gz
22601_11513250,Job coding: bank manager, bank section manager, building society manager, post/sub-post office manager,Binary,LR,16157,234,15923,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11513250.v1.fastGWA.gz
22601_21113020,Job coding: chemist (analytic, developmental, industrial, research),Binary,LR,16157,198,15959,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_21113020.v1.fastGWA.gz
22601_42153302,Job coding: all other personal assistants and secretaries,Binary,MLM,16157,954,15203,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_42153302.v1.fastGWA.gz
22601_23113399,Job coding: higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor),Binary,MLM,16157,455,15702,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23113399.v1.fastGWA.gz
22601_11323222,Job coding: sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager,Binary,LR,16157,419,15738,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11323222.v1.fastGWA.gz
22601_24213281,Job coding: chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver,Binary,LR,16157,355,15802,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_24213281.v1.fastGWA.gz
22601_31193034,Job coding: other science technician, materials technician, technical assistant, technical officer,Binary,LR,16157,265,15892,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_31193034.v1.fastGWA.gz
22601_92193312,Job coding: other general office clerical tasks including: office junior, office worker, photocopy/print room operator, office machinist,Binary,LR,16157,661,15496,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_92193312.v1.fastGWA.gz
22601_41223241,Job coding: accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster,Binary,LR,16157,386,15771,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41223241.v1.fastGWA.gz
22601_21323059,Job coding: software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer,Binary,LR,16157,544,15613,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_21323059.v1.fastGWA.gz
22601_61113073,Job coding: nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant,Binary,LR,16157,219,15938,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_61113073.v1.fastGWA.gz
22601_72123243,Job coding: customer care adviser/officer/assistant, store guide, customer relations officer/representative,Binary,LR,16157,213,15944,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_72123243.v1.fastGWA.gz
22601_35393271,Job coding: management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst,Binary,LR,16157,342,15815,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_35393271.v1.fastGWA.gz
22601_35613203,Job coding: public service higher/senior executive officer, hospital administrator,Binary,LR,16157,586,15571,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_35613203.v1.fastGWA.gz
22601_41323255,Job coding: pensions and insurance clerk/administrator, claims handler,Binary,LR,16157,202,15955,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41323255.v1.fastGWA.gz
22601_41223253,Job coding: accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster,Binary,LR,16157,179,15978,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41223253.v1.fastGWA.gz
22601_41143216,Job coding: officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union,Binary,LR,16157,261,15896,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_41143216.v1.fastGWA.gz
22601_42163303,Job coding: receptionist, doctor's/dental receptionist,Binary,LR,16157,210,15947,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_42163303.v1.fastGWA.gz
22601_24113277,Job coding: solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder,Binary,LR,16157,171,15986,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_24113277.v1.fastGWA.gz
22601_32313110,Job coding: community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer,Binary,LR,16157,201,15956,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_32313110.v1.fastGWA.gz
22601_23163403,Job coding: special needs teaching professional (including head teacher),Binary,LR,16157,244,15913,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23163403.v1.fastGWA.gz
22601_11133201,Job coding: senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor,Binary,LR,16157,246,15911,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11133201.v1.fastGWA.gz
22601_23193405,Job coding: other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.,Binary,LR,16157,250,15907,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23193405.v1.fastGWA.gz
22601_21313058,Job coding: it strategy or planning professional, computer consultant, software consultant,Binary,LR,16157,302,15855,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_21313058.v1.fastGWA.gz
22601_21223040,Job coding: mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer,Binary,LR,16157,190,15967,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_21223040.v1.fastGWA.gz
22601_11363057,Job coding: ict or it manager, systems/data processing manager, telecom manager,Binary,LR,16157,256,15901,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11363057.v1.fastGWA.gz
22601_35423237,Job coding: sales or marketing representative, manufacturer's agent or representative or salesman/woman,Binary,MLM,16157,227,15930,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_35423237.v1.fastGWA.gz
22601_23123400,Job coding: further education teaching professional, college lecturer/professor,Binary,LR,16157,449,15708,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23123400.v1.fastGWA.gz
22601_12343321,Job coding: shopkeeper, shop owner, newsagent, wholesale/retail dealer,Binary,LR,16157,283,15874,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_12343321.v1.fastGWA.gz
22601_31133050,Job coding: engineering technician, engineer's assistant, commissioning engineer, contracts engineer, technician engineer, industrial radiographer,Binary,LR,16157,169,15988,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_31133050.v1.fastGWA.gz
22601_23173422,Job coding: registrar or senior administrator of educational establishment, bursar, registrar, university administrator,Binary,LR,16157,261,15896,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23173422.v1.fastGWA.gz
22601_23213026,Job coding: scientific researcher, scientific officer, medical research associate, experimental officer,Binary,LR,16157,183,15974,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23213026.v1.fastGWA.gz
22601_11373019,Job coding: research or laboratory manager,Binary,LR,16157,192,15965,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11373019.v1.fastGWA.gz
22601_11222591,Job coding: manager in construction, clerk of works, site manager, contracts manager, highways manager,Binary,LR,16157,182,15975,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11222591.v1.fastGWA.gz
22601_11813097,Job coding: hospital manager, health service manager, clinical manager, nursing service manager,Binary,LR,16157,172,15985,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11813097.v1.fastGWA.gz
22601_33123442,Job coding: police officer (sergeant or below),Binary,LR,16157,242,15915,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_33123442.v1.fastGWA.gz
22601_11143212,Job coding: senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation,Binary,LR,16157,363,15794,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11143212.v1.fastGWA.gz
22601_61243409,Job coding: educational assistant, classroom assistant, special needs helper,Binary,LR,16157,436,15721,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_61243409.v1.fastGWA.gz
22601_23133420,Job coding: education officer, director of education, curriculum development officer,Binary,LR,16157,167,15990,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_23133420.v1.fastGWA.gz
22601_11353225,Job coding: personnel, human resources, training or industrial relations manager/director, recruitment manager/director,Binary,LR,16157,186,15971,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11353225.v1.fastGWA.gz
22601_11523251,Job coding: office manager, account/payrolls manager, administration manager, litigation/solicitor's office manager,Binary,LR,16157,212,15945,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22601_11523251.v1.fastGWA.gz
22604_3,Work hours - lumped category: PHESANT recoding,Binary,LR,13391,9227,4164,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22604_3.v1.fastGWA.gz
22604_4,Work hours - lumped category: PHESANT recoding,Binary,LR,13391,6794,6597,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22604_4.v1.fastGWA.gz
22604_2,Work hours - lumped category: PHESANT recoding,Binary,LR,13391,2757,10634,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22604_2.v1.fastGWA.gz
22604_1,Work hours - lumped category: PHESANT recoding,Binary,MLM,13391,1762,11629,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22604_1.v1.fastGWA.gz
22605,Work hours per week - exact value,Continuous,LR,6189,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22605.v1.fastGWA.gz
22606_1,Workplace very noisy: PHESANT recoding,Binary,LR,16276,9338,6938,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22606_1.v1.fastGWA.gz
22606_0,Workplace very noisy: Rarely/never,Binary,LR,16303,12506,3797,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22606_0.v1.fastGWA.gz
22606_2,Workplace very noisy: PHESANT recoding,Binary,MLM,16257,3168,13089,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22606_2.v1.fastGWA.gz
22607_0,Workplace very cold: Rarely/never,Binary,MLM,16266,13786,2480,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22607_0.v1.fastGWA.gz
22607_1,Workplace very cold: PHESANT recoding,Binary,LR,16232,7819,8413,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22607_1.v1.fastGWA.gz
22607_2,Workplace very cold: PHESANT recoding,Binary,MLM,16176,1375,14801,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22607_2.v1.fastGWA.gz
22608_1,Workplace very hot: PHESANT recoding,Binary,LR,16246,9578,6668,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22608_1.v1.fastGWA.gz
22608_0,Workplace very hot: Rarely/never,Binary,LR,16260,12293,3967,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22608_0.v1.fastGWA.gz
22608_2,Workplace very hot: PHESANT recoding,Binary,LR,16179,1843,14336,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22608_2.v1.fastGWA.gz
22609_0,Workplace very dusty: Rarely/never,Binary,MLM,16206,14582,1624,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22609_0.v1.fastGWA.gz
22609_2,Workplace very dusty: PHESANT recoding,Binary,LR,16051,1787,14264,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22609_2.v1.fastGWA.gz
22609_1,Workplace very dusty: PHESANT recoding,Binary,LR,16117,5765,10352,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22609_1.v1.fastGWA.gz
22610_0,Workplace full of chemical or other fumes: Rarely/never,Binary,LR,16192,15324,868,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22610_0.v1.fastGWA.gz
22610_1,Workplace full of chemical or other fumes: PHESANT recoding,Binary,LR,15980,3936,12044,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22610_1.v1.fastGWA.gz
22610_2,Workplace full of chemical or other fumes: PHESANT recoding,Binary,LR,15911,1090,14821,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22610_2.v1.fastGWA.gz
22611_1,Workplace had a lot of cigarette smoke from other people smoking: PHESANT recoding,Binary,LR,16155,8145,8010,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22611_1.v1.fastGWA.gz
22611_0,Workplace had a lot of cigarette smoke from other people smoking: Rarely/never,Binary,LR,16260,13880,2380,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22611_0.v1.fastGWA.gz
22611_2,Workplace had a lot of cigarette smoke from other people smoking: PHESANT recoding,Binary,LR,16087,2748,13339,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22611_2.v1.fastGWA.gz
22612_0,Worked with materials containing asbestos: Rarely/never,Binary,LR,15341,14950,391,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22612_0.v1.fastGWA.gz
22612_2,Worked with materials containing asbestos: PHESANT recoding,Binary,LR,13642,231,13411,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22612_2.v1.fastGWA.gz
22612_1,Worked with materials containing asbestos: PHESANT recoding,Binary,LR,13810,1537,12273,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22612_1.v1.fastGWA.gz
22613_0,Worked with paints, thinners or glues: Rarely/never,Binary,LR,16183,15525,658,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22613_0.v1.fastGWA.gz
22613_1,Worked with paints, thinners or glues: PHESANT recoding,Binary,LR,15940,2534,13406,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22613_1.v1.fastGWA.gz
22613_2,Worked with paints, thinners or glues: PHESANT recoding,Binary,LR,15883,685,15198,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22613_2.v1.fastGWA.gz
22614_1,Worked with pesticides: PHESANT recoding,Binary,LR,15818,650,15168,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22614_1.v1.fastGWA.gz
22615_0,Workplace had a lot of diesel exhaust: Rarely/never,Binary,LR,16186,15694,492,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22615_0.v1.fastGWA.gz
22615_1,Workplace had a lot of diesel exhaust: PHESANT recoding,Binary,LR,15999,2407,13592,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22615_1.v1.fastGWA.gz
22615_2,Workplace had a lot of diesel exhaust: PHESANT recoding,Binary,LR,15963,612,15351,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22615_2.v1.fastGWA.gz
22616_0,Breathing problems during period of job: No,Binary,LR,16336,16035,301,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22616_0.v1.fastGWA.gz
22616_1,Breathing problems during period of job: Yes,Binary,LR,16336,1247,15089,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22616_1.v1.fastGWA.gz
22617_4111,Job SOC coding: Civil Service executive officers,Binary,LR,16336,582,15754,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4111.v1.fastGWA.gz
22617_3311,Job SOC coding: NCOs and other ranks,Binary,LR,16336,323,16013,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3311.v1.fastGWA.gz
22617_4113,Job SOC coding: Local government clerical officers and assistants,Binary,LR,16336,844,15492,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4113.v1.fastGWA.gz
22617_2442,Job SOC coding: Social workers,Binary,LR,16336,296,16040,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2442.v1.fastGWA.gz
22617_3211,Job SOC coding: Nurses,Binary,LR,16336,907,15429,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3211.v1.fastGWA.gz
22617_7111,Job SOC coding: Sales and retail assistants,Binary,LR,16336,886,15450,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_7111.v1.fastGWA.gz
22617_2315,Job SOC coding: Primary and nursery education teaching professionals,Binary,MLM,16336,1058,15278,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2315.v1.fastGWA.gz
22617_3112,Job SOC coding: Electrical/electronics technicians,Binary,LR,16336,164,16172,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3112.v1.fastGWA.gz
22617_3562,Job SOC coding: Personnel and industrial relations officers,Binary,LR,16336,262,16074,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3562.v1.fastGWA.gz
22617_2314,Job SOC coding: Secondary education teaching professionals,Binary,LR,16336,1387,14949,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2314.v1.fastGWA.gz
22617_3131,Job SOC coding: IT operations technicians,Binary,LR,16336,202,16134,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3131.v1.fastGWA.gz
22617_3119,Job SOC coding: Science and engineering technicians n.e.c.,Binary,LR,16336,372,15964,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3119.v1.fastGWA.gz
22617_4150,Job SOC coding: General office assistants/clerks,Binary,LR,16336,760,15576,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4150.v1.fastGWA.gz
22617_3537,Job SOC coding: Financial and accounting technicians,Binary,LR,16336,280,16056,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3537.v1.fastGWA.gz
22617_4217,Job SOC coding: Typists,Binary,LR,16336,519,15817,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4217.v1.fastGWA.gz
22617_4112,Job SOC coding: Civil Service administrative officers and assistants,Binary,MLM,16336,685,15651,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4112.v1.fastGWA.gz
22617_4123,Job SOC coding: Counter clerks,Binary,MLM,16336,592,15744,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4123.v1.fastGWA.gz
22617_1163,Job SOC coding: Retail and wholesale managers,Binary,LR,16336,348,15988,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1163.v1.fastGWA.gz
22617_3111,Job SOC coding: Laboratory technicians,Binary,LR,16336,452,15884,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3111.v1.fastGWA.gz
22617_1112,Job SOC coding: Directors and chief executives of major organisations,Binary,LR,16336,545,15791,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1112.v1.fastGWA.gz
22617_2441,Job SOC coding: Public service administrative professionals,Binary,LR,16336,246,16090,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2441.v1.fastGWA.gz
22617_6115,Job SOC coding: Care assistants and home carers,Binary,LR,16336,257,16079,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_6115.v1.fastGWA.gz
22617_2121,Job SOC coding: Civil engineers,Binary,LR,16336,181,16155,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2121.v1.fastGWA.gz
22617_2211,Job SOC coding: Medical practitioners,Binary,LR,16336,231,16105,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2211.v1.fastGWA.gz
